,Invasion_simulation_50.csv,Invasion_simulation_100.csv,Invasion_simulation_250.csv,Invasion_simulation_500.csv,Invasion_simulation_750.csv,Invasion_simulation_1000.csv
100,0.037089671124355204,0.04953408786080501,0.06355164294172075,0.06523899797061972,0.0650350185211242,0.06894929897970814
101,0.03677475620968972,0.049611028036851884,0.0635712401585517,0.06549547026292936,0.06503887567487915,0.06895701482140253
102,0.036717214850159725,0.04906203364778395,0.06357895680883216,0.06560688497526325,0.06447724331455758,0.06886002825176865
103,0.036363904567093944,0.048413713031784364,0.06360210712607843,0.06562234432527009,0.06448495800932375,0.06891404776112103
104,0.034634821702852855,0.04849044423346209,0.06360596556572114,0.06560368103669907,0.06360065837342614,0.06899875681350885
105,0.034703848799211796,0.048498136702138255,0.06361368249080879,0.06561527575971446,0.06368920837558935,0.06900647475354674
106,0.03471535379749325,0.045864457114298894,0.0636213994769667,0.06464676507897915,0.06372392049993093,0.06902191081637685
107,0.03473834596431009,0.04589141141395587,0.06363683363249617,0.06163974331245565,0.06373950248873524,0.06764171603244837
108,0.03419238384448932,0.04346061138085413,0.06366770267643007,0.06159426084330093,0.06374335955192005,0.0657389296892988
109,0.033777041419695314,0.04347213557624853,0.06374611235038945,0.06164059429289319,0.06375878795721437,0.06578558482041572
110,0.03378087560237663,0.04354135238153724,0.06381125716901823,0.061656039265833185,0.06375122777681225,0.06578961132682648
111,0.03379237824228191,0.04285280882849392,0.06262222111681272,0.06170237565396241,0.06376279921899879,0.06584382518295188
112,0.03344618974940252,0.042856649896418055,0.06262608035887327,0.06174099099440703,0.06376665639690629,0.06583627029131071
113,0.03345758780028389,0.04311311336934524,0.06254397452484817,0.06176029923863856,0.06380569215830145,0.0658251873972689
114,0.03347675812733753,0.04244482437040258,0.06255169326456726,0.06176802264348317,0.0638021434831757,0.06435139059752834
115,0.03349209466459397,0.04245250807876345,0.060963874191139335,0.05983393263540244,0.06381757336044548,0.06440172009503164
116,0.03373751258416715,0.042460191848334106,0.06102562968680387,0.05986867177201578,0.06382143086790827,0.06031442085596601
117,0.03375285328715683,0.0420926750905496,0.0610294895353176,0.0598689345299461,0.0638833079147912,0.06036068801552949
118,0.03378353542843003,0.042127249528828695,0.06109497071028445,0.059872794557005185,0.06389873916660266,0.06036454371141891
